,name,address,price,speciality,review,services,phone number,website,latitude,longitude
3060,Baffo,"12 rue Pecquay, Paris, 75004, France",,,"Originaire de la Maremme (au sud de la Toscane) et passionné de cuisine, Fabien Zannier a décidé de changer de vie pour rendre hommage aux saveurs de son enfance. De là cette petite table italienne forte en goût, où priment les produit frais et bio. L'occasion d'un ""pranzo con i baffi"", un repas à s'en lécher les moustaches !","['Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.8602089,2.3562719
3061,La Bourse et la Vie,"12 rue Vivienne, Paris, 75002, France", 34 - 85 EUR , Cuisine traditionnelle ,"Ce bistrot tenu par un chef américain connaît un franc succès. Sa recette ? Des plats biens français, sagement revisités par le maître des lieux, des produits de qualité et des saveurs ô combien plaisantes...","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.8675500,2.3393395
3062,L'Évidence,"1 place des Marronniers, Montbazon, 37250, France", 39 - 108 EUR ," Cuisine moderne, Cuisine créative ","Quitter la ville de Tours pour s’installer à la ""campagne"" dans cette maison ancienne en bordure d'une petite place ? Une ""évidence"" pour Gaétan Évrard, tellement attaché à son terroir tourangeau. Légumes et viandes de la région, poissons en direct de Bretagne : le produit est ici à la fête, sublimé par la cuisine du marché d’un chef qui ne manque pas d'audace – à l’image de ce beau pavé de cabillaud du Guilvinec nappé d’une succulente sauce au safran de Sainte-Maure-de-Touraine, ou de ce nougat de Tours réinterprété avec brio. En accompagnement, on pioche dans une belle carte de vins de la Loire, et le tout se déguste dans un décor épuré, en parfaite harmonie avec les créations du chef.","['Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.2873108,0.7133543
3063,Auberge de Briant,"Au Bourg, Briant, 71110, France",,,"La salle à manger, contemporaine et lumineuse, surplombe la campagne environnante. On profite des bons plats du chef, Filipe, mettant notamment en avant le bœuf de race charolaise… et des bons desserts d'Angélique, son épouse, qui assure aussi un accueil charmant !","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,46.3002561,4.1492916
3064,Le Café d'Angel,"16 rue Brey, Paris, 75017, France",,,"Cette petite adresse cultive la nostalgie des bistrots parisiens d'antan : banquettes en skaï, faïences aux murs, plats traditionnels à l'ardoise et cuisine visible derrière le comptoir. On y déguste en toute quiétude une poêlée de supions aux herbes fraîches ou un croustillant de boudin noir et purée de pomme de terre.","['Restaurant non fumeur ', 'Menu végétarien ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.8765300,2.2959397
3065,Ô Flaveurs,"Château de Chilly, Douvaine, 74140, France",,,"Ô saisons, ô châteaux, ô saveurs… comme dit le gourmet ! Avec ses pierres apparentes, ses poutres, son plancher et sa cheminée pour les rudes soirées d’hiver, cet authentique petit château du 15e s. ravira les âmes romantiques. Sur la terrasse, une clientèle majoritairement suisse se délecte de la cuisine pleine de saveurs et de fraîcheur de Jérôme Mamet, très soucieux de l’esthétisme de ses assiettes. Ce chef inventif et talentueux ne travaille que des produits de qualité, souvent bio, sélectionnés avec soin : féra, brochet, perche et écrevisse du lac Léman, poissons de mer sauvages pêchés à la ligne...","['Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,46.3010727,6.3136031
3066,Le Petit Nice,"Anse de Maldormé, Marseille, 13007, France",,,"Impossible de dissocier Le Petit Nice de sa ville, Marseille, et de la personnalité de Gérald Passedat. ""Dans la Méditerranée, je plonge dans tous les sens du terme, résume le chef. Elle me porte et m’inspire, ainsi que toutes les terres qui l’entourent"". C’est peu dire qu'il s’est inspiré du terroir méditerranéen (fruits, légumes, céréales, poissons, épices…) pour créer son identité culinaire. Ce sont par exemple plus de soixante-cinq types de poissons qui défilent aux fourneaux, de la dorade au denti, en passant par le pagre, le merlan, le sarran, et même, parfois, de la murène ! Héritier d’une famille d’artistes, ancien élève d’Alain Chapel, des frères Troisgros et de Michel Guérard, Gérald Passedat a conservé intact son plaisir de cuisiner, de surprendre et d’émouvoir. Comme un goût de calanques…","['Accès handicapés ', 'Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Salon particulier ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,43.2803346,5.3521929
3067,Le Soufflot,"8 route Nationale 74, Meursault, 21190, France", 32 - 61 EUR ," Cuisine moderne, Cuisine actuelle ","Le jeune chef Jérémy Pèze réalise une cuisine gourmande, fine et délicate dans ce restaurant situé à l'intérieur d'une ancienne maison de vigneron. Sans oublier la remarquable carte de vins, et le bon rapport qualité/prix, à midi (menu unique le soir).","['Restaurant non fumeur ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,46.9740789,4.7846431
3068,Le Pressoir,"7 rue de l'Hôpital, Saint-Avé, 56890, France",,,"Le chef Vincent David, natif de Saint-Brieuc, a fréquenté cette institution vannetaise en culotte courte avec ses grands-parents. C’est d’ailleurs là qu’il a pris goût à la cuisine des restaurants étoilés. Quelques décennies plus tard, après avoir convaincu de son talent des chefs comme Dominique Bouchet ou Marc Meneau, il a repris cette maison emblématique au cadre rustico-chic et chaleureux, à l’image du mobilier en rotin. Passionné par les mariages terre-mer, il signe une vraie cuisine d'auteur, inspirée et soignée, où des produits de belle qualité sont conjugués avec équilibre. Son oursinade de homard gratiné au parfum d'estragon, poutargue en galette et boudin noir, nous a laissé un souvenir mémorable de gourmandise et de finesse.","['Restaurant non fumeur ', 'Salon particulier ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.6966578,-2.7508368
3069,Smash Club,"Avenue du Golf, Cavalière, 83980, France",,,"Insolite, ce restaurant situé au cœur d'un club de tennis... Mais ne vous fiez pas aux apparences : on sert ici une délicieuse cuisine aux accents provençaux, à la fois généreuse et soignée, déjà plébiscitée par la population locale. Le menu change régulièrement mais certains classiques demeurent, dont un réjouissant baba au rhum.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", +33 4 94 05 84 31,,43.1531117,6.4238637
3070,Les Agapes,"4 place Clemenceau, Vence, 06140, France", 24 - 50 EUR , Cuisine moderne ,"Le chef propose une cuisine moderne, lisible, attentive aux saisons et sujette aux inspirations du chef, à découvrir à l'ardoise. Tartare de saumon aux légumes croquants et gingembre frais ; sablé breton, mousseline de citron jaune et framboises : on se fait plaisir en toute simplicité dans ce petit restaurant sympathique et contemporain.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.7229086,7.1132045
3071,Les Trente Pas,"16 avenue des Francs-Tireurs, Villard-de-Lans, 38250, France", 21 - 54 EUR , Cuisine moderne ,"À une trentaine de pas de l'église de Villard, un restaurant de poche au décor soigné. Dans une jolie salle à manger, l'œil s'attarde sur les tableaux d'un artiste local... Derrière ses fourneaux, le chef honore les produits (notamment du Vercors) au gré du marché et de son inspiration. Un travail soigné.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,45.0694775,5.5497611
3072,La Rotonde,"391 avenue du 23-Août, La Napoule, 06210, France", 27 - 65 EUR , Cuisine traditionnelle ,"À l'entrée de la station, le restaurant est tenu par un couple sérieux et sympathique. Dans une salle en demi-rotonde, avec vue sur la mer, on se régale de douceurs traditionnelles comme on les aime : salade d'artichauts et pecorino truffé, sole meunière, ou encore pavlova aux fruits rouges...","['Accès handicapés ', 'Vue ', 'Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.5223548,6.9406144
3073,Au Pré d'Chez Vous,"21 rue Porcherie, Crémieu, 38460, France", 32 - 70 EUR , Cuisine moderne ,"Désormais installé à quelques encablures de son ancienne adresse, François-Xavier Bouvet réalise une cuisine franche et précise qui doit sans doute beaucoup à un parcours scintillant : il fut notamment chef-pâtissier de la Pyramide, à Vienne. Les assiettes sont bien construites, lisibles et soignées, avec (logique !) des desserts à tomber.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", +33 9 83 99 23 28," Dates de fermetureFermé : lundi, mardi, mercredi, soir : dimanche",45.7245900,5.2531600
3074,La Chèvre d'Or,"Rue du Barri, Èze, 06360, France",,,"Ce qui frappe en arrivant au Château de la Chèvre d’Or, c’est sa situation d’exception : niché sur les hauteurs d’un village médiéval à flanc de rocher, l’établissement offre une vue renversante sur l’arrière-pays azuréen et sur les reflets enchanteurs de la Méditerranée. Une fois remis de cette ""claque"" visuelle, place à table : là encore, l’enthousiasme est de mise. Avec les trésors dénichés alentour (poissons de la pêche, viandes et légumes, huile d’olive, herbes…) et tout le talent qu’on lui connaît, Arnaud Faye se fend d’assiettes harmonieuses et précises, souvent irrésistibles. Mais n'oublions pas le versant sucré : le pâtissier Julien Dugourd y fait des merveilles, comme avec cette ""vision d'un citron de pays"" devenu son dessert signature...","['Vue ', 'Voiturier ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Salon particulier ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.7273780,7.3620885
3075,Le Wauthier by Cagna,"31 rue Wauthier, Saint-Germain-en-Laye, 78100, France", 35 - 69 EUR , Cuisine moderne ,"Risotto du Piémont au homard et beurre blanc, escalopes de ris de veau braisées, mousseline de céleri et sauce Albufera... Une cuisine bien dans l'air du temps, réalisée avec de bons produits du marché : voilà la promesse de cette sympathique maison sangermanoise au joli intérieur de bistrot chic. Service attentionné.","['Restaurant non fumeur ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.8958991,2.0882000
3076,L'Avant Port,"8 quai Daniel-Rivaille, Saint-Martin-de-Ré, 17410, France", 34 - 86 EUR , Poissons et fruits de mer ,"Cette jolie maison du 17e s. située à l'entrée du port s'est muée en bistrot chic et marin, dont on profite de la lumineuse verrière et d'une – ô combien – plaisante terrasse en été. Quant à la cuisine, au goût du jour, elle célèbre le produit avant tout : poisson extra-frais, légumes de l'île...","['Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", +33 5 46 68 06 68, www.lavantport.com,46.2066823,-1.3668884
3077,L'Apostrophe,"27 avenue de la Gare, Paray-le-Monial, 71600, France", 26 - 75 EUR , Cuisine moderne ,"Le couple Garrivier décline une cuisine moderne et enlevée, en phase avec les saisons (dont la mise en avant des légumes, souvent bio ou issus de l'exploitation familiale). Qu'on se rassure, le chef a toujours une belle pièce de bœuf charolais en réserve, à savourer sur la terrasse côté jardin aux beaux jours... Quelques chambres pour l'étape.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Garage ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,46.4481514,4.1130682
3078,La Table St-Martin,"17 place Saint-Martin, Sauxillanges, 63490, France", 24 - 64 EUR , Cuisine moderne ,"Anciennement ""Restaurant de la Mairie"", cette Table Saint-Martin propose une goûteuse cuisine au goût du jour, rythmée par les saisons. Produits de qualité, préparations maîtrisées, et saveurs marquées : on passe ici un fort agréable moment. Espace terrasse dans la cour intérieure.","['Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ']",,,45.5503400,3.3707000
3079,La Maison d'à Côté,"17 rue de Chambord, Montlivault, 41350, France",,,"Dans la vallée de la Loire, entre Blois et Chambord, cette Maison d'à Côté ne manque ni de charme, ni de goût. Le chef Christophe Hay a créé les conditions d'une expérience unique. Tout y séduit : l’accueil chaleureux – l’équipe de cuisine n’hésite pas à venir en salle présenter les plats –, mais aussi et surtout ces assiettes nettes et précises, au plus près du terroir : produits du potager du chef, poissons de la Loire, cerfs et sangliers du domaine de Chambord... On y déguste du bœuf wagyu (élevage du chef en Loire-Atlantique), du caviar de Sologne et de la truffe noire de Mont-près-Chambord… Produits dans l'excellence de leur maturité, jusqu'à la touche sucrée, qui ne vient pas rompre l'équilibre harmonieux du repas ; ainsi ce soufflé à la liqueur de Chambord, framboise et poivre Timut. Une indéniable réussite.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.6411034,1.4451819
